Head,Relation,Tail
Pioglitazone,INTERACTS_WITH,Epitizide
Quercus virginiana pollen,IN_PRODUCT,Oak Mixture
Levetiracetam Actavis,HAS_PRICE,17.8
Avasimibe,INTERACTS_WITH,Hydroxyprogesterone caproate
Oxabolone cipionate,INTERACTS_WITH,Tenoxicam
Calcium gluconate,INTERACTS_WITH,Cyclopenthiazide
Astelin,HAS_PRICE,79.885
69.9008,AVAILABLE_AT,Walgreens
Semaglutide,INTERACTS_WITH,Iprindole
Eptacog alfa pegol (activated),INTERACTS_WITH,Nonacog beta pegol
Kebuzone,INTERACTS_WITH,Amoxapine
Buserelin,INTERACTS_WITH,Chlorpropamide
Dabrafenib,INTERACTS_WITH,Hexobarbital
Rapacuronium,INTERACTS_WITH,Tiotropium
Aurothioglucose,INTERACTS_WITH,Hydrolyzed Cephalothin
Isoflavone,INTERACTS_WITH,Valaciclovir
Isoflurophate,INTERACTS_WITH,Primidone
Pazufloxacin,INTERACTS_WITH,Insulin aspart
Ropinirole,INTERACTS_WITH,Ethchlorvynol
Luliconazole,INTERACTS_WITH,Esketamine
amnesia,TREATED_BY,Memantine
Mycophenolic acid,INTERACTS_WITH,Trifluridine
Floxuridine,INTERACTS_WITH,Cisplatin
asthma,TREATED_BY,Salbutamol
Bambuterol,INTERACTS_WITH,Remikiren
Difluprednate,INTERACTS_WITH,Gastric inhibitory polypeptide
Citalopram,IN_PRODUCT,Ava-citalopram
Ropinirole,IN_PRODUCT,PHL-ropinirole
Elcatonin,INTERACTS_WITH,Lithium cation
Leuprolide,INTERACTS_WITH,Carmegliptin
Nevirapine,INTERACTS_WITH,Troleandomycin
Naftopidil,INTERACTS_WITH,Cholic Acid
Parnaparin,INTERACTS_WITH,Trandolaprilat
Magnesium trisilicate,INTERACTS_WITH,Gabapentin enacarbil
Meticrane,INTERACTS_WITH,"Sodium phosphate, dibasic, unspecified form"
Chlorambucil,INTERACTS_WITH,Flunisolide
Palmidrol,INTERACTS_WITH,Fenoterol
Ioflupane I-123,INTERACTS_WITH,Cephaloglycin
Azficel-T,INTERACTS_WITH,Choline magnesium trisalicylate
Diflunisal,INTERACTS_WITH,Dextroamphetamine
Daptomycin,INTERACTS_WITH,Cefprozil
Ladiratuzumab vedotin,INTERACTS_WITH,Labetuzumab
Stanozolol,INTERACTS_WITH,Disopyramide
9.87,AVAILABLE_AT,Costco
Tolterodine,IN_PRODUCT,Detrol LA
Dihydroergocornine,INTERACTS_WITH,Captopril
Mefenamic acid,INTERACTS_WITH,Epicaptopril
Tulobuterol,INTERACTS_WITH,Hexamethonium
Farletuzumab,INTERACTS_WITH,MYO-029
PRX-08066,INTERACTS_WITH,Azelastine
Reserpine,INTERACTS_WITH,Rosuvastatin
Teniposide,INTERACTS_WITH,Basiliximab
Enokizumab,INTERACTS_WITH,Afelimomab
XTL-001,INTERACTS_WITH,TNX-901
Olokizumab,INTERACTS_WITH,Bevacizumab
Exelderm,HAS_PRICE,396.01
Deflazacort,INTERACTS_WITH,Flucytosine
Penthienate,INTERACTS_WITH,Amantadine
Levocabastine,INTERACTS_WITH,Droperidol
Uric acid,INTERACTS_WITH,Pentoxifylline
Fluprostenol,INTERACTS_WITH,Lumiracoxib
Procardia,HAS_PRICE,30.9505
Domperidone,INTERACTS_WITH,Levosimendan
Ajulemic acid,INTERACTS_WITH,Phenglutarimide
NS-398,INTERACTS_WITH,Chlorphentermine
Levorphanol,INTERACTS_WITH,MMDA
Mydriacyl,HAS_PRICE,9.765
Quinidine,IN_PRODUCT,Nuedexta
Camylofin,INTERACTS_WITH,Methantheline
Tenofovir,INTERACTS_WITH,Piroxicam
Lipitor,HAS_PRICE,4.9489
Cyclosporine,INTERACTS_WITH,Esomeprazole
anxiety disorder,TREATED_BY,Fluoxetine
Pegvisomant,INTERACTS_WITH,Semaglutide
Yohimbine,INTERACTS_WITH,Cyclopenthiazide
Reteplase,INTERACTS_WITH,"Synthetic Conjugated Estrogens, B"
Macrobid,MANUFACTURED_BY,ALMATICA PHARMA INC.
Enrofloxacin,INTERACTS_WITH,Glisoxepide
Hydrocortisone,INTERACTS_WITH,Dobutamine
Apixaban,INTERACTS_WITH,Iloprost
Perazine,INTERACTS_WITH,Befunolol
Cerivastatin,INTERACTS_WITH,Oxybutynin
Midazolam,INTERACTS_WITH,Erlotinib
Eraxis,HAS_PRICE,387.154
Gemtuzumab ozogamicin,INTERACTS_WITH,Fluorouracil
Nebivolol,INTERACTS_WITH,Disopyramide
Azelaic acid,INTERACTS_WITH,Pamidronic acid
Otamixaban,INTERACTS_WITH,Sulindac
Mefruside,INTERACTS_WITH,Repaglinide
Ergomar,HAS_PRICE,1254.75
Morphine,INTERACTS_WITH,Zimelidine
Pipenzolate,INTERACTS_WITH,Tridihexethyl
Bacitracin,IN_PRODUCT,4196 First Aid Kit
37.78,AVAILABLE_AT,Vons Pharmacy
Glycerol phenylbutyrate,INTERACTS_WITH,Tamsulosin
Isosorbide,INTERACTS_WITH,Pivampicillin
Lisofylline,INTERACTS_WITH,Terbutaline
Hydrochlorothiazide,INTERACTS_WITH,Naphazoline
Labetalol,IN_PRODUCT,Trandate Solution
Phenibut,INTERACTS_WITH,Tridihexethyl
41731.7,AVAILABLE_AT,Walgreens
Drotrecogin alfa,INTERACTS_WITH,Ketorolac
Sulprostone,INTERACTS_WITH,Flunixin
299.898,AVAILABLE_AT,Pavilions Pharmacy
Emepronium,INTERACTS_WITH,Dihydrocodeine
Astaxanthin,INTERACTS_WITH,Valdecoxib
5.4805,AVAILABLE_AT,Target (CVS)
16.588,AVAILABLE_AT,Albertsons (Sav-on)
Levobupivacaine,INTERACTS_WITH,Olmesartan
Mazaticol,INTERACTS_WITH,Dexmethylphenidate
24K Bio-Brightening Skin Tone Moisturizer SPF 30,MANUFACTURED_BY,"Vivo Per-lei, Inc."
Ziagen,HAS_PRICE,50.884
Penfluridol,INTERACTS_WITH,Methylphenidate
Promestriene,INTERACTS_WITH,TB-402
Pimagedine,INTERACTS_WITH,Norepinephrine
Thiopropazate,INTERACTS_WITH,Oxyphenonium
T.R.U.E. Test Thin-Layer Rapid Use Patch Test,MANUFACTURED_BY,SmartPractice Denmark ApS
Ustekinumab,INTERACTS_WITH,Labetuzumab
Hydrocortisone succinate,INTERACTS_WITH,Gemtuzumab ozogamicin
Bumetanide,INTERACTS_WITH,Quinapril
Anastrozole,INTERACTS_WITH,Deslanoside
Ibrutinib,INTERACTS_WITH,Lenalidomide
Magnesium glycinate,INTERACTS_WITH,Succinylcholine
Doxepin,INTERACTS_WITH,Dabrafenib
Benzydamine,INTERACTS_WITH,Isocarboxazid
herpes zoster,TREATED_BY,Valaciclovir
Potassium permanganate,INTERACTS_WITH,Azilsartan medoxomil
Epofolate,INTERACTS_WITH,Uric acid
Etynodiol,INTERACTS_WITH,Sulbenicillin
Ethacizine,INTERACTS_WITH,Prenylamine
Galantamine,IN_PRODUCT,Auro-galantamine ER
Esmirtazapine,INTERACTS_WITH,Candesartan cilexetil
Tizanidine,IN_PRODUCT,Tizanidine
PRO-542,INTERACTS_WITH,Estradiol cypionate
Pazopanib,INTERACTS_WITH,Obinutuzumab
Fontolizumab,INTERACTS_WITH,TB-402
Hesperetin,INTERACTS_WITH,Teriflunomide
Tekturna,HAS_PRICE,295.5
Kaolin,IN_PRODUCT,Dr Pore Tightening GLACIAL CLAY FACIAL MASK
Fenoterol,INTERACTS_WITH,Isradipine
Hydrocortisone Valerate,MANUFACTURED_BY,"Lupin Pharmaceuticals, Inc."
Fluoride ion F-18,IN_PRODUCT,Sodium Fluoride F 18
8-chlorotheophylline,INTERACTS_WITH,Fenoterol
Human thrombin,IN_PRODUCT,Artiss
SUPREP Bowel Prep,MANUFACTURED_BY,Braintree Laboratories
Zaleplon,INTERACTS_WITH,Disopyramide
Plantago ovata seed,INTERACTS_WITH,Ipratropium
Droperidol,INTERACTS_WITH,Quinapril
Pibrentasvir,INTERACTS_WITH,Donepezil
Norgestimate,INTERACTS_WITH,Clobetasol
Ambroxol,INTERACTS_WITH,Ritonavir
Betrixaban,INTERACTS_WITH,Ranolazine
Troleandomycin,INTERACTS_WITH,Trazodone
Melperone,INTERACTS_WITH,Nabilone
Idarubicin,IN_PRODUCT,Idamycin - Cap 10mg
Linaclotide,INTERACTS_WITH,Quetiapine
Calcifediol,INTERACTS_WITH,Magnesium oxide
TMC-310911,INTERACTS_WITH,Adenovirus type 7 vaccine live
Dihydroergotamine,IN_PRODUCT,Dihydroergotamine Mesylate Injection USP
Morniflumate,INTERACTS_WITH,Pergolide
Venlafaxine,INTERACTS_WITH,Protokylol
Adenine,INTERACTS_WITH,Metronidazole
Lomitapide,INTERACTS_WITH,Rucaparib
Factor IX Complex (Human),INTERACTS_WITH,Beraprost
Etifoxine,INTERACTS_WITH,Methscopolamine bromide
Pirfenidone,INTERACTS_WITH,Interferon alfa-n3
Bretylium,INTERACTS_WITH,Amifostine
Kcentra,MANUFACTURED_BY,CSL Behring GmbH
Itraconazole,MANUFACTURED_BY,Jubilant Cadista Pharmaceuticals Inc.
Iothalamic acid,INTERACTS_WITH,Salicylic acid
Bisoprolol,INTERACTS_WITH,Eletriptan
Voxelotor,INTERACTS_WITH,Esomeprazole
Polidocanol,INTERACTS_WITH,Pegaptanib
Desloratadine,INTERACTS_WITH,"2,5-Dimethoxy-4-ethylamphetamine"
Dorzolamide,IN_PRODUCT,Apo-dorzolamide
Beclomethasone dipropionate,IN_PRODUCT,Beclovent Rotacaps 100mcg
16.1482,AVAILABLE_AT,Ralphs
clarithromycin,HAS_PRICE,25.182
Penicillium glaucum,IN_PRODUCT,Molds - Mold Mix 10
Adrenalone,INTERACTS_WITH,Liotrix
Botulinum Toxin Type B,INTERACTS_WITH,Cisatracurium
schizophreniform disorder,TREATED_BY,Olanzapine
Mebanazine,INTERACTS_WITH,Rofecoxib
Meropenem,IN_PRODUCT,Meropenem
Oregovomab,INTERACTS_WITH,Enokizumab
Oxaliplatin,INTERACTS_WITH,Dacarbazine
Angiotensin 1-7,INTERACTS_WITH,Yohimbine
Cefazedone,INTERACTS_WITH,Cefacetrile
Birch Mixture,MANUFACTURED_BY,"Antigen Laboratories, Inc."
Solodyn,HAS_PRICE,89.85
Paclitaxel,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Acetylcholine,INTERACTS_WITH,Minaprine
Tiludronic acid,INTERACTS_WITH,Diflunisal
MiCort-HC,HAS_PRICE,823.276
Carisbamate,INTERACTS_WITH,Paroxetine
Pergolide,INTERACTS_WITH,Cadralazine
Apo-propafenone,MANUFACTURED_BY,Apotex Corporation
676.489,AVAILABLE_AT,Albertsons (Sav-on)
Betamethasone phosphate,INTERACTS_WITH,Celiprolol
Remoxipride,INTERACTS_WITH,Flavoxate
Vigabatrin,INTERACTS_WITH,Ritanserin
Goserelin,INTERACTS_WITH,Insulin glargine
Thioridazine,INTERACTS_WITH,Macitentan
Candesartan cilexetil,INTERACTS_WITH,Pentoxifylline
Ioflupane I-123,INTERACTS_WITH,Piroxicam
13.6002,AVAILABLE_AT,Pavilions Pharmacy
Brisdelle,HAS_PRICE,159.058
Eptifibatide,INTERACTS_WITH,Prasugrel
Trandolaprilat,INTERACTS_WITH,Sulfasalazine
Apixaban,INTERACTS_WITH,Rivaroxaban
Beroctocog alfa,INTERACTS_WITH,Zinc citrate
Blonanserin,INTERACTS_WITH,Rotigotine
Carprofen,INTERACTS_WITH,Sufentanil
Soma,HAS_PRICE,35.404
Selenium,INTERACTS_WITH,Flurbiprofen
Eltroxin Tab 50mcg,MANUFACTURED_BY,Glaxo Canada Inc
Lysergic acid diethylamide,INTERACTS_WITH,Isradipine
Pegloticase,INTERACTS_WITH,Certolizumab pegol
Bifemelane,INTERACTS_WITH,Tioclomarol
Butriptyline,INTERACTS_WITH,Methoserpidine
Lorazepam,INTERACTS_WITH,Tiotropium
APD791,INTERACTS_WITH,Propantheline
Dilaudid,HAS_PRICE,11.8147
Menadione,INTERACTS_WITH,Turoctocog alfa pegol
Pexelizumab,INTERACTS_WITH,Gemtuzumab ozogamicin
Zosuquidar,INTERACTS_WITH,Voxilaprevir
Naloxegol,INTERACTS_WITH,Tariquidar
Acetohexamide,INTERACTS_WITH,Aluminium clofibrate
Danaparoid,INTERACTS_WITH,Sugammadex
Sarecycline,INTERACTS_WITH,Magnesium sulfate
Idarucizumab,INTERACTS_WITH,Ethinylestradiol
Mepyramine,INTERACTS_WITH,Mirtazapine
Temefos,INTERACTS_WITH,Prenylamine
Fluclorolone,INTERACTS_WITH,Vindesine
Plerixafor,INTERACTS_WITH,Fenoprofen
Phenelzine,IN_PRODUCT,Nardil
Dasabuvir,INTERACTS_WITH,Celecoxib
Succinylsulfathiazole,INTERACTS_WITH,Repaglinide
Metocurine iodide,INTERACTS_WITH,Doxycycline
Avatrombopag,INTERACTS_WITH,Trifluridine
Deramciclane,INTERACTS_WITH,Pirenzepine
Vabicaserin,INTERACTS_WITH,Rotigotine
Drostanolone propionate,INTERACTS_WITH,Cangrelor
Amatuximab,INTERACTS_WITH,Cetuximab
Ioversol,INTERACTS_WITH,Methotrexate
Rifampicin,INTERACTS_WITH,Ledipasvir
Indapamide,INTERACTS_WITH,Ifenprodil
Etomidate,INTERACTS_WITH,Phentermine
Ticagrelor,INTERACTS_WITH,Methallenestril
Zinc ascorbate,IN_PRODUCT,PramLyte
arterial hypertension,TREATED_BY,Labetalol
Lercanidipine,INTERACTS_WITH,Butriptyline
Glycopyrronium,INTERACTS_WITH,Benzquinamide
Ferrous sulfate anhydrous,INTERACTS_WITH,Pefloxacin
Arginine,IN_PRODUCT,2.75% Travasol Amino Acid Injection With Electrolytes In 25% Dextrose Quickmix
Lacidipine,INTERACTS_WITH,Methoxamine
SC-236,INTERACTS_WITH,Norepinephrine
Sarecycline,INTERACTS_WITH,Benzylpenicillin
Nebacumab,INTERACTS_WITH,Diethylstilbestrol
Glutaric Acid,INTERACTS_WITH,Pravastatin
Hexylresorcinol,IN_PRODUCT,Lemon Menthol Antiseptic Throat Loz 2.4mg
Flunisolide,INTERACTS_WITH,Wortmannin
9.529,AVAILABLE_AT,Ralphs
Afatinib,INTERACTS_WITH,Darbepoetin alfa
Benralizumab,INTERACTS_WITH,Cetuximab
100% Mineral Body Mist With Green Tea Extract Broad Spectrum SPF 50,MANUFACTURED_BY,"Taylor James, Ltd."
8.65,AVAILABLE_AT,Pavilions Pharmacy
Metamizole,INTERACTS_WITH,Thioproperazine
Carbetocin,INTERACTS_WITH,Morphine
Methoserpidine,INTERACTS_WITH,Arformoterol
Fluprednisolone,INTERACTS_WITH,Gemcitabine
Methazolamide,INTERACTS_WITH,Barbital
Bleselumab,INTERACTS_WITH,Methylprednisolone
burn,TREATED_BY,Silver sulfadiazine
Stiripentol,INTERACTS_WITH,Sildenafil
Yohimbine,INTERACTS_WITH,Diethylnorspermine
Besivance,MANUFACTURED_BY,Bausch & Lomb Inc
337.426,AVAILABLE_AT,Pavilions Pharmacy
Phenol,INTERACTS_WITH,Gepefrine
Naldemedine,INTERACTS_WITH,Tenoxicam
Fontolizumab,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Technetium Tc-99m arcitumomab,INTERACTS_WITH,Ethinylestradiol
Sodium citrate,INTERACTS_WITH,Taurocholic acid
Testosterone propionate,INTERACTS_WITH,Delafloxacin
Pentamidine,IN_PRODUCT,NebuPent
Tigecycline,INTERACTS_WITH,Procaine benzylpenicillin
Amatuximab,INTERACTS_WITH,Human immunoglobulin G
Clorindione,INTERACTS_WITH,Corticotropin
Nifedipine,IN_PRODUCT,Procardia XL
Profenamine,INTERACTS_WITH,Diphenoxylate
Thonzylamine,INTERACTS_WITH,Sulpiride
Bazedoxifene,IN_PRODUCT,Duavee
Sulfasalazine,INTERACTS_WITH,Linezolid
Mazindol,INTERACTS_WITH,Hydrocodone
Bamifylline,INTERACTS_WITH,Methoxyphenamine
Lubiprostone,INTERACTS_WITH,Batefenterol
Tetracycline,IN_PRODUCT,Medicycline Cap 250mg
Crizotinib,INTERACTS_WITH,Isavuconazole
Tecarfarin,INTERACTS_WITH,Metahexamide
Cefaclor,INTERACTS_WITH,Ursodeoxycholic acid
Transcrocetinate,INTERACTS_WITH,Erythropoietin
Pyridostigmine,IN_PRODUCT,Pyridostigmine Bromide
Movantik,HAS_PRICE,380.769
Coumarin,INTERACTS_WITH,Obeticholic acid
Isosorbide dinitrate,INTERACTS_WITH,Bupivacaine
Activella,MANUFACTURED_BY,"Gemini Laboratories, LLC"
Cefpodoxime,INTERACTS_WITH,Magnesium hydroxide
725.87,AVAILABLE_AT,Walmart
Doxofylline,INTERACTS_WITH,Balsalazide
Timolol,INTERACTS_WITH,Midodrine
R-306465,INTERACTS_WITH,Darbepoetin alfa
Ipragliflozin,INTERACTS_WITH,Ofloxacin
Docetaxel,INTERACTS_WITH,Indomethacin
Perphenazine,INTERACTS_WITH,Doxylamine
Capecitabine,INTERACTS_WITH,Nelarabine
WIN 55212-2,INTERACTS_WITH,Tiracizine
Cyclosporine,INTERACTS_WITH,Efavirenz
Allspice,IN_PRODUCT,Allspice
Encainide,INTERACTS_WITH,Oxprenolol
Brodalumab,INTERACTS_WITH,Interferon beta-1b
Obiltoxaximab,INTERACTS_WITH,Estradiol benzoate
Encainide,INTERACTS_WITH,Lorcainide
Veltuzumab,INTERACTS_WITH,Labetuzumab
Rifapentine,INTERACTS_WITH,Penbutolol
Symlin,HAS_PRICE,1108.47
Methenamine,INTERACTS_WITH,MMDA
Acenocoumarol,INTERACTS_WITH,Fluocortin
Almacone Double Strength,MANUFACTURED_BY,RUGBY LABORATORIES
Diethylstilbestrol,INTERACTS_WITH,Ranibizumab
GSK-2636771,INTERACTS_WITH,Erythropoietin
rheumatoid arthritis,TREATED_BY,Azathioprine
Dicloxacillin,IN_PRODUCT,Dicloxacillin Sodium
Cycloguanil,INTERACTS_WITH,Thioridazine
Provigil,HAS_PRICE,200.29
Deutetrabenazine,INTERACTS_WITH,Gadobenic acid
Etybenzatropine,INTERACTS_WITH,Piritramide
Liquidambar styraciflua pollen,IN_PRODUCT,Sweet Gum
Platelet Activating Factor,INTERACTS_WITH,Ardeparin
Tridihexethyl,INTERACTS_WITH,Benzhydrocodone
Parafon Forte DSC,HAS_PRICE,19.1598
Mometasone furoate,INTERACTS_WITH,Interferon alfa-n1
Crotedumab,INTERACTS_WITH,Estradiol cypionate
Human immunoglobulin G,INTERACTS_WITH,Esterified estrogens
Potassium sulfate,INTERACTS_WITH,Brompheniramine
Caspofungin,INTERACTS_WITH,Progesterone
upper respiratory tract infection,TREATED_BY,Ciprofloxacin
Polymyxin B,INTERACTS_WITH,Remoxipride
Magnesium,IN_PRODUCT,Baisix
Mepartricin,INTERACTS_WITH,Metildigoxin
Potassium triiodide,INTERACTS_WITH,Bisoprolol
Netilmicin,INTERACTS_WITH,Oleandrin
Chromous sulfate,INTERACTS_WITH,Cefditoren
Guanfacine,INTERACTS_WITH,Dexniguldipine
Zinc citrate,INTERACTS_WITH,Mefenamic acid
spasm,TREATED_BY,Cyclobenzaprine
Cloxacillin,INTERACTS_WITH,Neomycin
Mibefradil,INTERACTS_WITH,Afatinib
Lixisenatide,INTERACTS_WITH,Lipoic acid
Benzilone,INTERACTS_WITH,Propantheline
8.86,AVAILABLE_AT,Costco
Tretinoin,INTERACTS_WITH,Bevacizumab
Vinpocetine,INTERACTS_WITH,Metipranolol
Phenformin,INTERACTS_WITH,Medroxyprogesterone acetate
Sultopride,INTERACTS_WITH,Metixene
Gentak,HAS_PRICE,32.308
Bupropion,IN_PRODUCT,Aplenzin
Prostaglandin D2,INTERACTS_WITH,Dexibuprofen
Ferric maltol,INTERACTS_WITH,Flumequine
Heparin,INTERACTS_WITH,Cilazaprilat
Polyethylene glycol,INTERACTS_WITH,Promethazine
Retin-A,HAS_PRICE,34.0475
Fresenius Propoven 2%,MANUFACTURED_BY,Fresenius Kabi Austria GmbH
Vasopressin,INTERACTS_WITH,Tinzaparin
L-tartaric acid,INTERACTS_WITH,Omadacycline
Dilantin,HAS_PRICE,20.404
Fludiazepam,INTERACTS_WITH,Methotrimeprazine
Dihydroergocristine,INTERACTS_WITH,Muzolimine
Tilidine,INTERACTS_WITH,Zolpidem
Univasc,HAS_PRICE,30.75
Almotriptan,INTERACTS_WITH,Endralazine
Gadofosveset trisodium,INTERACTS_WITH,Magnesium salicylate
Pexeva,HAS_PRICE,418.39
Chloropyramine,INTERACTS_WITH,Hyaluronidase (ovine)
N-methylnicotinamide,INTERACTS_WITH,Ceftriaxone
Siltuximab,INTERACTS_WITH,Gemtuzumab ozogamicin
Eupatorium Capillifolium Pollen,MANUFACTURED_BY,"ALK-Abello, Inc."
Mexiletine,INTERACTS_WITH,8-azaguanine
Ro 12-7310,INTERACTS_WITH,Quingestanol
Geotrichum Candidum,MANUFACTURED_BY,"Allergy Laboratories, Inc."
Kebuzone,INTERACTS_WITH,Isoprenaline
Tambocor,HAS_PRICE,183.314
Tetrandrine,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Hydroxyproline,IN_PRODUCT,Gongjinhyang Mi Luxury Foundation 2
Fluoxymesterone,IN_PRODUCT,Halotestin
Aldactone,HAS_PRICE,7.2399
Methyltestosterone,IN_PRODUCT,Android 25 tablet
chronic hepatitis B,TREATED_BY,Lamivudine
Capecitabine Accord,HAS_PRICE,940.69
Esatenolol,INTERACTS_WITH,Amifostine
Methylprednisone,INTERACTS_WITH,Felbamate
Pascopyrum smithii pollen,INTERACTS_WITH,Mepindolol
Retrovir,HAS_PRICE,30.6098
Edrecolomab,INTERACTS_WITH,Promestriene
Niaspan,HAS_PRICE,26.3324
Abetimus,INTERACTS_WITH,Linezolid
Chromium,INTERACTS_WITH,Etacrynic acid
Ritonavir,IN_PRODUCT,Kaletra
"2,4-thiazolidinedione",INTERACTS_WITH,Benzthiazide
Propylthiouracil,INTERACTS_WITH,Beclomethasone dipropionate
osteoarthritis susceptibility 1,TREATED_BY,Methotrexate
Temefos,INTERACTS_WITH,Ranolazine
Niacinamide ascorbate,INTERACTS_WITH,Estradiol
Lamivudine,INTERACTS_WITH,Dacomitinib
Cafedrine,INTERACTS_WITH,Gepefrine
Styramate,INTERACTS_WITH,Buclizine
Vedolizumab,INTERACTS_WITH,Flunisolide
Insulin glargine,INTERACTS_WITH,Delafloxacin
180.555,AVAILABLE_AT,Rite Aid
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",INTERACTS_WITH,Pholcodine
Hydroxyprogesterone caproate,INTERACTS_WITH,Prednisone acetate
trans-2-hydroxycinnamic acid,INTERACTS_WITH,Clofarabine
neuroblastoma,TREATED_BY,Etoposide
Fluocinonide,INTERACTS_WITH,Glisoxepide
Cyclopentamine,INTERACTS_WITH,Chlorsulfaquinoxaline
Cyclopentolate,MANUFACTURED_BY,Akorn
Dicloxacillin,INTERACTS_WITH,Gentamicin
Linaclotide,IN_PRODUCT,Linzess
Oxacillin,INTERACTS_WITH,Loracarbef
9-Methylguanine,INTERACTS_WITH,Methoxamine
English Walnut,MANUFACTURED_BY,"ALK-Abello, Inc."
Procaine benzylpenicillin,INTERACTS_WITH,Mifepristone
Moxeza,HAS_PRICE,174.844
Eculizumab,INTERACTS_WITH,Busulfan
Carbamazepine,INTERACTS_WITH,Peginterferon beta-1a
Ketoconazole,INTERACTS_WITH,Brexpiprazole
Mirabegron,INTERACTS_WITH,Angiotensin 1-7
Fenquizone,INTERACTS_WITH,"Sodium phosphate, monobasic"
Pridinol,INTERACTS_WITH,Hyoscyamine
Febarbamate,INTERACTS_WITH,Dexetimide
Gimeracil,INTERACTS_WITH,Ketoprofen
Cinacalcet,INTERACTS_WITH,Gatifloxacin
Dexmedetomidine,INTERACTS_WITH,Risperidone
Proscillaridin,INTERACTS_WITH,Bevantolol
Chloral hydrate,INTERACTS_WITH,Furosemide
Diazepam,MANUFACTURED_BY,Stat Rx USA
Doravirine,INTERACTS_WITH,Chloramphenicol
Perphenazine enanthate,INTERACTS_WITH,Zimelidine
Adenosine,INTERACTS_WITH,Etamiphylline
422.492,AVAILABLE_AT,Albertsons (Sav-on)
Amperozide,INTERACTS_WITH,Metixene
Anti-Itch,MANUFACTURED_BY,Mc Kesson
Sulfapyridine,INTERACTS_WITH,Linagliptin
Cisplatin,INTERACTS_WITH,Doxorubicin
Almay Roll-On For Sensitive Skin - Fragrance-Free,MANUFACTURED_BY,"Almay, Inc."
Triptorelin,INTERACTS_WITH,Insulin aspart
congenital adrenal hyperplasia,TREATED_BY,Methylprednisolone
Grapiprant,INTERACTS_WITH,Temsirolimus
Hydrogen fluoride,IN_PRODUCT,Perfect Choice
Diatrizoate,INTERACTS_WITH,Tenoxicam
Isoflurane,INTERACTS_WITH,Enalapril
Thalidomide,INTERACTS_WITH,Cytarabine
Cefotaxime,INTERACTS_WITH,Mefenamic acid
Interferon gamma-1b,INTERACTS_WITH,Azathioprine
Oxtriphylline,IN_PRODUCT,Choledyl Pediatric Syr 50mg/5ml
Desloratadine,INTERACTS_WITH,Codeine
Blinatumomab,INTERACTS_WITH,Indomethacin
Felbinac,INTERACTS_WITH,Zolmitriptan
Azelastine,INTERACTS_WITH,Topiramate
Amobarbital,INTERACTS_WITH,Voriconazole
Epivir,HAS_PRICE,58.3299
213.9,AVAILABLE_AT,CVS Pharmacy
Butylscopolamine,INTERACTS_WITH,Amantadine
Proguanil,INTERACTS_WITH,Luliconazole
Danoprevir,INTERACTS_WITH,Ponatinib
Ceforanide,INTERACTS_WITH,Ketorolac
Vismodegib,INTERACTS_WITH,Cerivastatin
Octinoxate,IN_PRODUCT,06 Balancing Foundation SPF 15
Hydrocortisone probutate,INTERACTS_WITH,Gemigliptin
Salix nigra pollen,IN_PRODUCT,Black Willow
Flunoxaprofen,INTERACTS_WITH,Nicergoline
Epitestosterone,INTERACTS_WITH,Clobetasol
Apraclonidine Ophthalmic,MANUFACTURED_BY,Akorn
Eprinomectin,INTERACTS_WITH,Oxtriphylline
Carmustine,INTERACTS_WITH,Clofarabine
Ritanserin,INTERACTS_WITH,Oxymorphone
Naringenin,INTERACTS_WITH,Celecoxib
21.2926,AVAILABLE_AT,Walmart Neighborhood Market
Dopamine HCl 1.6mg/ml Dextrose 5% Inj USP,MANUFACTURED_BY,Baxter Laboratories
Ormeloxifene,INTERACTS_WITH,Fluperolone
Dantron,INTERACTS_WITH,Disopyramide
Propiomazine,INTERACTS_WITH,Trimethaphan
Choline salicylate,IN_PRODUCT,Texaclear Night Time Cough Cold/flu
Diethylcarbamazine,INTERACTS_WITH,Desipramine
Astaxanthin,INTERACTS_WITH,Tiaprofenic acid
"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",IN_PRODUCT,Boostrix
Molindone,INTERACTS_WITH,Mirtazapine
Dalfampridine,INTERACTS_WITH,Magnesium salicylate
Protein C,INTERACTS_WITH,Mestranol
Lintuzumab,INTERACTS_WITH,Farletuzumab
Genistein,INTERACTS_WITH,Enzalutamide
Potassium bitartrate,INTERACTS_WITH,Saralasin
Clocortolone Pivalate,MANUFACTURED_BY,Dr. Reddy's Laboratories Inc
9.251,AVAILABLE_AT,Albertsons (Sav-on)
Chlorpheniramine,INTERACTS_WITH,Betahistine
Fencamfamin,INTERACTS_WITH,Tiotropium
Doxazosin,INTERACTS_WITH,Methylphenidate
Accolate,HAS_PRICE,37.435
Prazosin,INTERACTS_WITH,Dimetacrine
Tigatuzumab,INTERACTS_WITH,Indium In-111 satumomab pendetide
"Antihemophilic Factor (Recombinant), PEGylated",INTERACTS_WITH,Dalteparin
Agrostis gigantea pollen,INTERACTS_WITH,Esatenolol
Fibrinolysin,INTERACTS_WITH,Balsalazide
