Head,Relation,Tail
Mivacurium,INTERACTS_WITH,Magnesium citrate
Magnesium trisilicate,INTERACTS_WITH,Mivacurium
Dexlansoprazole,INTERACTS_WITH,Rilpivirine
Isavuconazole,INTERACTS_WITH,Ivacaftor
Nilutamide,INTERACTS_WITH,Cefmenoxime
Torisel,HAS_PRICE,4449.11
Azilsartan medoxomil,INTERACTS_WITH,Mefenamic acid
Tenoxicam,INTERACTS_WITH,Oxymetazoline
Decamethonium,INTERACTS_WITH,Gentamicin
Nafarelin,HAS_SIDE_EFFECT,Uterine haemorrhage
Seproxetine,INTERACTS_WITH,Desmopressin
Norelgestromin,IN_PRODUCT,Ortho Evra
Bambuterol,INTERACTS_WITH,Succinylcholine
Hydroxyprogesterone caproate,INTERACTS_WITH,Prednisone
Desogestrel,INTERACTS_WITH,Furosemide
Tazobactam,INTERACTS_WITH,Citrulline
Aniline,INTERACTS_WITH,Phenobarbital
Sodium cation,INTERACTS_WITH,Acetazolamide
Magnesium orotate,INTERACTS_WITH,Isradipine
IGN311,INTERACTS_WITH,Matuzumab
Tlcuo Pure,MANUFACTURED_BY,KTL LTD
Flurazepam,INTERACTS_WITH,Sertraline
ProQuad,MANUFACTURED_BY,Merck Ltd.
Artenimol,INTERACTS_WITH,Perphenazine
Phenglutarimide,INTERACTS_WITH,Dexmethylphenidate
Tetrodotoxin,INTERACTS_WITH,Fluvoxamine
Aranesp,MANUFACTURED_BY,Amgen Europe B.V.
Procaine benzylpenicillin,INTERACTS_WITH,Progesterone
Dacetuzumab,INTERACTS_WITH,Afelimomab
Eptifibatide,HAS_SIDE_EFFECT,Coronary artery disease
Fenbufen,INTERACTS_WITH,Ergometrine
Lactulose,INTERACTS_WITH,Benactyzine
Acetyldigoxin,INTERACTS_WITH,Proglumetacin
Phenobarbital,INTERACTS_WITH,Methylphenidate
Rufinamide,INTERACTS_WITH,Amitriptyline
Methylthiouracil,INTERACTS_WITH,Reviparin
Oxyquinoline,INTERACTS_WITH,Hydrolyzed Cephalothin
Rolapitant,INTERACTS_WITH,Afatinib
Eticlopride,INTERACTS_WITH,Ropinirole
Oxyphencyclimine,INTERACTS_WITH,Alfentanil
Azelnidipine,INTERACTS_WITH,Nilvadipine
Inositol,INTERACTS_WITH,Ceftibuten
Cilazapril,INTERACTS_WITH,Pergolide
Artefenomel,INTERACTS_WITH,Chlorproethazine
Sufentanil,INTERACTS_WITH,Talinolol
Forfivo,HAS_PRICE,264.2
Mibolerone,INTERACTS_WITH,Fluticasone
Rufinamide,INTERACTS_WITH,Venlafaxine
Ala-geninthiocin,INTERACTS_WITH,Diphenadione
Levosalbutamol,INTERACTS_WITH,Frovatriptan
Coumadin,HAS_PRICE,8.4699
Paricalcitol,INTERACTS_WITH,Calcium lactate gluconate
Ataluren,INTERACTS_WITH,Valsartan
Encainide,INTERACTS_WITH,WIN 55212-2
Lymecycline,INTERACTS_WITH,Hydrotalcite
Vindesine,INTERACTS_WITH,Denosumab
Epimestrol,INTERACTS_WITH,Fontolizumab
Doxifluridine,INTERACTS_WITH,Denosumab
Clopidogrel Sandoz,HAS_PRICE,55.7601
renal cell carcinoma,TREATED_BY,Ipilimumab
Sennosides,INTERACTS_WITH,Cycrimine
Oxiracetam,INTERACTS_WITH,Brimonidine
Tianeptine,INTERACTS_WITH,Cadralazine
Lerdelimumab,INTERACTS_WITH,Estrone sulfate
Refresh Optive Advanced Sensitive,MANUFACTURED_BY,Allergan
Gabapentin,IN_PRODUCT,Gralise
Ronifibrate,INTERACTS_WITH,Hyodeoxycholic Acid
Indiplon,INTERACTS_WITH,Desipramine
4-hydroxycoumarin,INTERACTS_WITH,Vitamin E
Mycamine,HAS_PRICE,610.38
Dronabinol,INTERACTS_WITH,Lisuride
Lansoprazole,IN_PRODUCT,Good Sense lansoprazole
Octinoxate,IN_PRODUCT,08 Moisture Foundation SPF 15
Cadralazine,INTERACTS_WITH,Frovatriptan
Salbutamol,INTERACTS_WITH,Diethylnorspermine
Xylazine,INTERACTS_WITH,Efonidipine
Ceftaroline fosamil,INTERACTS_WITH,Tenofovir alafenamide
Candesartan,INTERACTS_WITH,Tolvaptan
Albinterferon Alfa-2B,INTERACTS_WITH,8-azaguanine
Solodyn,HAS_PRICE,133.43
Zolmitriptan,INTERACTS_WITH,Hydralazine
Testosterone succinate,INTERACTS_WITH,Mometasone
Tigecycline,MANUFACTURED_BY,AuroMedics Pharma LLC
"3,5-Diiodotyrosine",INTERACTS_WITH,Ancrod
Drotebanol,INTERACTS_WITH,Buclizine
Nedaplatin,INTERACTS_WITH,Flurbiprofen
Relebactam,INTERACTS_WITH,Metformin
Haloperidol,IN_PRODUCT,Haloperidol
Frangula purshiana bark,IN_PRODUCT,Aromatic Cascara Sagrada Compound
Benorilate,INTERACTS_WITH,Iproniazid
Esketamine,INTERACTS_WITH,Timepidium
Protokylol,INTERACTS_WITH,Fluclorolone
Dihydralazine,INTERACTS_WITH,Atomoxetine
mental disorder,TREATED_BY,Duloxetine
Temafloxacin,INTERACTS_WITH,Repaglinide
Alprenolol,INTERACTS_WITH,Nifedipine
Tezepelumab,INTERACTS_WITH,Trastuzumab
Corticotropin,INTERACTS_WITH,Lomustine
Tofisopam,INTERACTS_WITH,Orphenadrine
Corticorelin ovine triflutate,INTERACTS_WITH,Deflazacort
Dendrid,MANUFACTURED_BY,"ALCON LABORATORIES, INC."
Ephedrine,INTERACTS_WITH,Captopril
Liothyronine,INTERACTS_WITH,Sertraline
Bivalirudin,INTERACTS_WITH,Sulfasalazine
Doripenem,INTERACTS_WITH,Cidofovir
GTS-21,INTERACTS_WITH,Nadolol
Abediterol,INTERACTS_WITH,Temocapril
Captodiame,INTERACTS_WITH,Procyclidine
Propiopromazine,INTERACTS_WITH,Morphine
84.8304,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Dibenzepin,INTERACTS_WITH,Practolol
Pyrantel,IN_PRODUCT,Pronto Plus Pinworm Treatment
Apo-cilazapril/hctz,MANUFACTURED_BY,Apotex Corporation
Adrenalin,MANUFACTURED_BY,"Par Pharmaceutical, Inc."
Amoxapine,INTERACTS_WITH,Quinaprilat
5.788,AVAILABLE_AT,Pavilions Pharmacy
Betamethasone phosphate,INTERACTS_WITH,Aldesleukin
Mesterolone,INTERACTS_WITH,Insulin glulisine
Temozolomide,INTERACTS_WITH,Clofarabine
Decamethonium,INTERACTS_WITH,Droperidol
gingivitis,TREATED_BY,Chlorhexidine
Tranylcypromine,INTERACTS_WITH,Epirizole
Mitoxantrone,INTERACTS_WITH,Dexamethasone
Ethynodiol diacetate,INTERACTS_WITH,Fluocortin
Tandospirone,INTERACTS_WITH,Methadone
Otilonium,INTERACTS_WITH,Oxymorphone
Articaine,INTERACTS_WITH,Gemigliptin
Requip,HAS_PRICE,5.4
Oxitriptan,INTERACTS_WITH,Thalidomide
Melatonin,INTERACTS_WITH,Magnesium sulfate
Veltuzumab,INTERACTS_WITH,Epratuzumab
Voxelotor,INTERACTS_WITH,Hexobarbital
Mefenorex,INTERACTS_WITH,Bupranolol
4.25% Travasol Amino Acid Injection With Electrolytes In 20% Dextrose,MANUFACTURED_BY,Baxter Corporation Clintec Nutrition Division
Plitidepsin,INTERACTS_WITH,Secukinumab
Racepinephrine,INTERACTS_WITH,Pentolinium
4696.66,AVAILABLE_AT,Rite Aid
Bepridil,INTERACTS_WITH,Diazoxide
1608.78,AVAILABLE_AT,Target (CVS)
Denosumab,INTERACTS_WITH,Ibritumomab tiuxetan
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),INTERACTS_WITH,Sorafenib
Amoxapine,INTERACTS_WITH,Paraldehyde
Antivert Tab,MANUFACTURED_BY,Pfizer Canada Ulc
Ponatinib,INTERACTS_WITH,Trifluridine
Docusate,INTERACTS_WITH,Diphenidol
Prednisolone acetate,INTERACTS_WITH,Taspoglutide
Demeclocycline Hydrochloride,MANUFACTURED_BY,"Core Pharma, Llc"
Flupentixol,INTERACTS_WITH,Macitentan
33.172,AVAILABLE_AT,Vons Pharmacy
Aripiprazole lauroxil,INTERACTS_WITH,Orlistat
Hydroxyfasudil,INTERACTS_WITH,Liraglutide
Meningococcal polysaccharide vaccine group A,IN_PRODUCT,Mencevax Ac Pws 50mcg/vial
Dehydroascorbic acid,INTERACTS_WITH,Methoxyphenamine
Acid Controller Complete dual action,MANUFACTURED_BY,Walgreen
Insulin lispro,INTERACTS_WITH,Nemonoxacin
Cyclopentolate,IN_PRODUCT,Cyclopentolate Hydrochloride
Cefazolin,MANUFACTURED_BY,West-Ward Pharmaceuticals Corp
seborrhoeic dermatitis,TREATED_BY,Ciclopirox
Insulin argine,INTERACTS_WITH,Rosiglitazone
Enfortumab vedotin,INTERACTS_WITH,Simeprevir
Mepivacaine,IN_PRODUCT,Carbocaine 2%
omega interferon,INTERACTS_WITH,Vindesine
Erythrityl tetranitrate,INTERACTS_WITH,Lacidipine
colitis,TREATED_BY,Mesalazine
Dexpanthenol,INTERACTS_WITH,Mefenamic acid
Teveten Tablets 300 mg,MANUFACTURED_BY,Solvay Pharma Inc
Lurasidone,INTERACTS_WITH,Trimethaphan
Pivampicillin,INTERACTS_WITH,p-Coumaric acid
Promegestone,INTERACTS_WITH,Parnaparin
rectosigmoid cancer,TREATED_BY,Capecitabine
Hydroflumethiazide,INTERACTS_WITH,Phenylephrine
13748.9,AVAILABLE_AT,Walmart
Vibrio cholerae CVD 103-HgR strain live antigen,INTERACTS_WITH,Infliximab
Acetylcholine,INTERACTS_WITH,Celiprolol
Dalfopristin,INTERACTS_WITH,Methylprednisone
Quercetin,INTERACTS_WITH,Tranylcypromine
TNX-901,INTERACTS_WITH,PRO-542
Moperone,INTERACTS_WITH,Tridihexethyl
ORM-12741,INTERACTS_WITH,"4-Bromo-2,5-dimethoxyphenethylamine"
Crotedumab,INTERACTS_WITH,Estriol
Dock-Sorrel Mix,MANUFACTURED_BY,"Greer Laboratories, Inc."
Ropinirole,INTERACTS_WITH,Riluzole
Baycadron,HAS_PRICE,20.1321
Betula occidentalis pollen,IN_PRODUCT,Treatment Set TS340826
enthesopathy,TREATED_BY,Hydrocortisone
Olanzapine Mylan,HAS_PRICE,306.331
Sevoflurane,INTERACTS_WITH,Chenodeoxycholic acid
Flunoxaprofen,INTERACTS_WITH,Midodrine
Tetanus Immune Globulin,INTERACTS_WITH,CT-011
Loratadine,INTERACTS_WITH,Benzylpenicilloyl polylysine
357.41,AVAILABLE_AT,Walgreens
Bismuth subnitrate,INTERACTS_WITH,Amphetamine
Pheneturide,INTERACTS_WITH,Procyclidine
Eldecalcitol,INTERACTS_WITH,Calcium acetate
Methaqualone,INTERACTS_WITH,Ritanserin
Oxazepam acetate,INTERACTS_WITH,Hyoscyamine
Hydrocortisone,INTERACTS_WITH,Isoprenaline
m-Chlorophenylpiperazine,INTERACTS_WITH,Sibutramine
Hemin,INTERACTS_WITH,Alteplase
Technetium Tc-99m arcitumomab,INTERACTS_WITH,Caplacizumab
Koeleria macrantha pollen,INTERACTS_WITH,Levobetaxolol
Dimethyltryptamine,INTERACTS_WITH,Duloxetine
Topotecan Teva,HAS_PRICE,436.5
Detomidine,INTERACTS_WITH,Delapril
Flurbiprofen axetil,INTERACTS_WITH,Enoxaparin
Chlorprothixene,INTERACTS_WITH,Coumarin
Orphenadrine,INTERACTS_WITH,Cetirizine
Quazepam,INTERACTS_WITH,Isopropamide
Cilostazol,MANUFACTURED_BY,bryant ranch prepack
Colesevelam,IN_PRODUCT,Colesevelam Hydrochloride
Cefcapene,INTERACTS_WITH,Etacrynic acid
Stanolone acetate,INTERACTS_WITH,Triflusal
Aranidipine,INTERACTS_WITH,Tropisetron
Parnaparin,INTERACTS_WITH,Estradiol valerate
2-Methoxyethanol,INTERACTS_WITH,Trifluridine
Gantacurium,INTERACTS_WITH,Ethanol
Caffeine,INTERACTS_WITH,Epanolol
Thiocolchicoside,INTERACTS_WITH,Zimelidine
Prussian blue,INTERACTS_WITH,Olanzapine
Eplerenone,MANUFACTURED_BY,Mylan Pharmaceuticals Inc.
Hydroxocobalamin,INTERACTS_WITH,Oxaprozin
Mivacurium,INTERACTS_WITH,Magnesium trisilicate
Spirapril,INTERACTS_WITH,Pergolide
Gazyva,MANUFACTURED_BY,"Genentech, Inc."
Coagulation Factor IX Human,INTERACTS_WITH,Alpha-1-proteinase inhibitor
Hibiclens,HAS_PRICE,6.2374
Barbexaclone,INTERACTS_WITH,Orphenadrine
Benzoic acid,INTERACTS_WITH,Mometasone
Adefovir,INTERACTS_WITH,Sulfasalazine
Ecamsule,IN_PRODUCT,Aqualia Thermal Uv
Semuloparin,INTERACTS_WITH,Telavancin
Idalopirdine,INTERACTS_WITH,Biperiden
Doxazosin,INTERACTS_WITH,Terguride
Hydromorphone,INTERACTS_WITH,Magnesium sulfate
Gemigliptin,INTERACTS_WITH,Cyclopenthiazide
Floctafenine,INTERACTS_WITH,Arotinolol
Doxazosin,INTERACTS_WITH,Zolmitriptan
Dihydralazine,INTERACTS_WITH,Risperidone
kidney infection,TREATED_BY,Ciprofloxacin
ORM-12741,INTERACTS_WITH,Ergometrine
Pivhydrazine,INTERACTS_WITH,Kebuzone
Pipamperone,INTERACTS_WITH,Nabilone
Emodin,INTERACTS_WITH,Atropine
Calcium ascorbate,IN_PRODUCT,Astral C Tab
28.5801,AVAILABLE_AT,Rite Aid
Tolfenamic acid,INTERACTS_WITH,Isoetharine
Noritate,HAS_PRICE,2038.85
Mackerel,MANUFACTURED_BY,"Nelco Laboratories, Inc."
Flibanserin,INTERACTS_WITH,Treprostinil
Perindoprilat,INTERACTS_WITH,Phenmetrazine
Ioxilan,INTERACTS_WITH,Lumiracoxib
460.75,AVAILABLE_AT,CVS Pharmacy
Intetumumab,INTERACTS_WITH,Indium In-111 satumomab pendetide
Apramycin,INTERACTS_WITH,Typhoid vaccine
Olanzapine Mylan,HAS_PRICE,28.0
Distigmine,INTERACTS_WITH,Doxepin
Troleandomycin,INTERACTS_WITH,Ceritinib
Goat Milk,MANUFACTURED_BY,"Antigen Laboratories, Inc."
Tremelimumab,INTERACTS_WITH,Epratuzumab
Cefminox,INTERACTS_WITH,Adefovir dipivoxil
Bifemelane,INTERACTS_WITH,Benzquinamide
Inebilizumab,INTERACTS_WITH,CT-011
Paromomycin,IN_PRODUCT,Paromomycin Sulfate
Soma,HAS_PRICE,16.2
Octopamine,INTERACTS_WITH,Remikiren
Lipoic acid,IN_PRODUCT,Corvite Free
Semuloparin,INTERACTS_WITH,Valsartan
Desmoteplase,INTERACTS_WITH,Ketorolac
376.255,AVAILABLE_AT,Ralphs
Methyl salicylate,INTERACTS_WITH,Peruvoside
Sitafloxacin,INTERACTS_WITH,Ivabradine
Tafamidis,IN_PRODUCT,Vyndaqel
1165.96,AVAILABLE_AT,Target (CVS)
Ketoconazole,INTERACTS_WITH,Ponatinib
Phenethylamine,INTERACTS_WITH,Dapoxetine
Insulin beef,INTERACTS_WITH,Desogestrel
Eletriptan,INTERACTS_WITH,Quinapril
Metacycline,INTERACTS_WITH,Tubocurarine
Cholecalciferol,INTERACTS_WITH,Prednisone
Metocurine iodide,INTERACTS_WITH,Magnesium carbonate
Clofenamide,INTERACTS_WITH,Lactulose
Omeprazole,INTERACTS_WITH,"R,S-Warfarin alcohol"
Sulfametomidine,INTERACTS_WITH,Ciglitazone
Ofatumumab,INTERACTS_WITH,Eculizumab
Piperacillin,INTERACTS_WITH,Letermovir
Fenbufen,INTERACTS_WITH,Zolmitriptan
Tetradecyl hydrogen sulfate (ester),INTERACTS_WITH,Salsalate
vernal conjunctivitis,TREATED_BY,Lodoxamide
Vaborbactam,INTERACTS_WITH,Cephaloglycin
Milk thistle,IN_PRODUCT,Dr. Super Khan
Dexetimide,INTERACTS_WITH,Meptazinol
Isoflurane,INTERACTS_WITH,Guanoxabenz
Bapineuzumab,INTERACTS_WITH,TB-402
Perphenazine enanthate,INTERACTS_WITH,Propranolol
Formebolone,INTERACTS_WITH,Saruplase
Desflurane,INTERACTS_WITH,Enalaprilat
Meradimate,IN_PRODUCT,Body Armor Sun 'n Bug Block
Bentonite,INTERACTS_WITH,Ox bile extract
Dexchlorpheniramine,INTERACTS_WITH,Propranolol
Carbocisteine,INTERACTS_WITH,Carbutamide
Valnoctamide,INTERACTS_WITH,Ritanserin
Talampicillin,INTERACTS_WITH,Methotrexate
212.983,AVAILABLE_AT,Costco
Dactylis glomerata pollen,INTERACTS_WITH,Zofenopril
Amifostine,INTERACTS_WITH,Bevantolol
Beclamide,INTERACTS_WITH,Ethanol
Desloratadine Actavis,HAS_PRICE,21.559
Gossypol,INTERACTS_WITH,Trilostane
Alirocumab,INTERACTS_WITH,Technetium Tc-99m arcitumomab
Gadodiamide,INTERACTS_WITH,Oxaprozin
Utomilumab,INTERACTS_WITH,Estradiol acetate
Levopropoxyphene,INTERACTS_WITH,Thiopental
754.722,AVAILABLE_AT,Walmart
Doxylamine,INTERACTS_WITH,Dronabinol
Flurbiprofen,INTERACTS_WITH,Flupentixol
Abacavir,IN_PRODUCT,Abacavir
15.0,AVAILABLE_AT,Walmart Neighborhood Market
Coal tar,IN_PRODUCT,Coal Tar Solution
Girentuximab,INTERACTS_WITH,Matuzumab
Nystop,HAS_PRICE,21.2332
Digoxin,IN_PRODUCT,Digitek
Xylazine,INTERACTS_WITH,Aliskiren
Cyclopentolate,INTERACTS_WITH,Lamotrigine
Ramatroban,INTERACTS_WITH,Nafamostat
Halazepam,INTERACTS_WITH,Trazodone
Diamox,HAS_PRICE,29.985
27.42,AVAILABLE_AT,Ralphs
Dexloxiglumide,INTERACTS_WITH,Clarithromycin
Ethoxzolamide,INTERACTS_WITH,Mecamylamine
Medrogestone,INTERACTS_WITH,Lepirudin
Fedratinib,INTERACTS_WITH,Irinotecan
Amisulpride,INTERACTS_WITH,Loxapine
Bacitracin,INTERACTS_WITH,Cimicoxib
macular retinal edema,TREATED_BY,Triamcinolone
Talc,INTERACTS_WITH,1alpha-Hydroxyvitamin D5
insomnia,TREATED_BY,Zolpidem
Imatinib Teva,HAS_PRICE,225.2
Almotriptan,INTERACTS_WITH,Olmesartan
Iron isomaltoside 1000,INTERACTS_WITH,Clomocycline
Mocetinostat,INTERACTS_WITH,Eliglustat
Tenamfetamine,INTERACTS_WITH,Irbesartan
369.124,AVAILABLE_AT,Vons Pharmacy
Procaine benzylpenicillin,INTERACTS_WITH,Chlormadinone
Etaracizumab,INTERACTS_WITH,TNX-901
Ecoza,HAS_PRICE,690.006
Sulfameter,INTERACTS_WITH,Glimepiride
Binetrakin,INTERACTS_WITH,Erythropoietin
Talampicillin,INTERACTS_WITH,Nomegestrol
Letaxaban,INTERACTS_WITH,Carprofen
Romosozumab,INTERACTS_WITH,Afelimomab
Esomeprazole,INTERACTS_WITH,Tenofovir disoproxil
Ketotifen,INTERACTS_WITH,"2,5-Dimethoxy-4-ethylamphetamine"
Icosapent ethyl,INTERACTS_WITH,Zinc citrate
Apraclonidine,INTERACTS_WITH,Nialamide
Testosterone enanthate,INTERACTS_WITH,Iloperidone
50.4599,AVAILABLE_AT,Walgreens
Thyrotropin alfa,INTERACTS_WITH,Estrone sulfate
Ginsamin Memory,MANUFACTURED_BY,"Biogrand Co., Ltd"
Omapatrilat,INTERACTS_WITH,Trimethoprim
Clopamide,INTERACTS_WITH,Magnesium sulfate
Carticel,MANUFACTURED_BY,Genzyme Corporation
Fosinoprilat,INTERACTS_WITH,Midomafetamine
73.96,AVAILABLE_AT,Target (CVS)
Bencyclane,INTERACTS_WITH,Acetyldigitoxin
Arbekacin,INTERACTS_WITH,Tigecycline
Xanthine,INTERACTS_WITH,Adalimumab
Netupitant,INTERACTS_WITH,Phentermine
Sirolimus,INTERACTS_WITH,Peginterferon beta-1a
30.45,AVAILABLE_AT,Target (CVS)
Levetiracetam,INTERACTS_WITH,Methscopolamine
Bentyl,MANUFACTURED_BY,"Allergan, Inc."
Pirlimycin,INTERACTS_WITH,Cyclosporine
Azelastine,INTERACTS_WITH,Sulpiride
Subsys,HAS_PRICE,23304.1
Sevelamer,INTERACTS_WITH,Desogestrel
Meclofenamic acid,INTERACTS_WITH,Iproniazid
Protriptyline,INTERACTS_WITH,Spirapril
Trimethobenzamide,INTERACTS_WITH,Desvenlafaxine
Deslanoside,INTERACTS_WITH,Mitemcinal
Flutamide,INTERACTS_WITH,Prilocaine
Corticotropin,INTERACTS_WITH,Mycophenolate mofetil
Mecamylamine,INTERACTS_WITH,Solabegron
Urokinase,INTERACTS_WITH,Pentosan polysulfate
Dihydroergocornine,INTERACTS_WITH,Nicorandil
Hydrocodone,INTERACTS_WITH,Isoflurane
Alfacalcidol,INTERACTS_WITH,Mineral oil
Methylpentynol,INTERACTS_WITH,Metixene
Rifaximin,INTERACTS_WITH,Vemurafenib
Ospemifene,INTERACTS_WITH,Promestriene
Deoxyspergualin,INTERACTS_WITH,Carboplatin
YOUNGCELLOGY AIOS LV Serum,MANUFACTURED_BY,Lucasns
Phenethylamine,INTERACTS_WITH,Ipratropium
Olmesartan,INTERACTS_WITH,Indocyanine green acid form
Flunarizine,INTERACTS_WITH,Carteolol
Hydrocodone,INTERACTS_WITH,Remoxipride
carotid artery stenosis,TREATED_BY,Clopidogrel
Pilocarpine,INTERACTS_WITH,Pyridostigmine
Levamlodipine,INTERACTS_WITH,Safinamide
Mebicar,INTERACTS_WITH,Butylscopolamine
Ioflupane I-123,INTERACTS_WITH,Naproxen
7.9792,AVAILABLE_AT,Target (CVS)
NN344,INTERACTS_WITH,Amitriptylinoxide
Sulfametopyrazine,INTERACTS_WITH,Gliclazide
Parsatuzumab,INTERACTS_WITH,Estradiol cypionate
Salicylamide,INTERACTS_WITH,Lisdexamfetamine
m-Chlorophenylpiperazine,INTERACTS_WITH,Trihexyphenidyl
Revefenacin,INTERACTS_WITH,Butorphanol
Phenergan,HAS_PRICE,26.063
Epoprostenol,INTERACTS_WITH,Methotrimeprazine
Sunitinib,INTERACTS_WITH,Interferon alfa-n1
Tesmilifene,INTERACTS_WITH,Beraprost
Dovitinib,INTERACTS_WITH,Eluxadoline
Demegestone,INTERACTS_WITH,Bamet-UD2
Avibactam,INTERACTS_WITH,Testosterone enanthate
Procainamide,INTERACTS_WITH,Prenylamine
Metreleptin,INTERACTS_WITH,Isavuconazole
Matuzumab,INTERACTS_WITH,Estradiol acetate
Opium,INTERACTS_WITH,Oxymorphone
Dihydroergocornine,INTERACTS_WITH,Polythiazide
Vistaril,HAS_PRICE,4.072
Milatuzumab,INTERACTS_WITH,Basiliximab
Methyltestosterone,INTERACTS_WITH,Triamcinolone
Atenolol,INTERACTS_WITH,Duloxetine
Candoxatril,INTERACTS_WITH,Methylphenidate
Pamrevlumab,INTERACTS_WITH,Epratuzumab
Prazosin,INTERACTS_WITH,Zolmitriptan
Fasudil,INTERACTS_WITH,Nitroprusside
Durvalumab,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Methdilazine,INTERACTS_WITH,Perampanel
Quingestanol acetate,INTERACTS_WITH,Idraparinux
Icosapent,INTERACTS_WITH,Droperidol
Zinc gluconate,IN_PRODUCT,Dermamed Nutrition for troubled skin
Naluzotan,INTERACTS_WITH,Macitentan
Gatifloxacin,MANUFACTURED_BY,Apotex Corporation
Riociguat,IN_PRODUCT,Adempas
Mepindolol,INTERACTS_WITH,Fenoprofen
Selumetinib,INTERACTS_WITH,Ranolazine
Fludrocortisone Acetate,MANUFACTURED_BY,"Teva Pharmaceuticals USA, Inc."
Tacrolimus,INTERACTS_WITH,Ciprofloxacin
Bethanidine,INTERACTS_WITH,Methylphenidate
50.785,AVAILABLE_AT,Ralphs
Alprazolam,INTERACTS_WITH,Epinephrine
Molsidomine,INTERACTS_WITH,Nitrendipine
Noxicare,MANUFACTURED_BY,"Truceuticals, Llc"
Good Sense lansoprazole,MANUFACTURED_BY,L. Perrigo Company
6045.0,AVAILABLE_AT,Ralphs
Sodium tartrate,INTERACTS_WITH,Amitriptyline
Arginine,IN_PRODUCT,4.25% Travasol Amino Acid Injection With Electrolytes In 10% Dextrose
Ferric maltol,INTERACTS_WITH,Famotidine
Bufexamac,INTERACTS_WITH,Suxibuzone
Hydroxocobalamin,IN_PRODUCT,Hydroxocobalamin
Halothane,INTERACTS_WITH,Celiprolol
Acetazolamide,INTERACTS_WITH,Tacrolimus
Yersinia pestis 195/p antigen (formaldehyde inactivated),INTERACTS_WITH,Procarbazine
Rivoglitazone,INTERACTS_WITH,Dapagliflozin
Zinc glycinate,INTERACTS_WITH,Sarecycline
Tioguanine,INTERACTS_WITH,Teniposide
Dronabinol,INTERACTS_WITH,Clorazepic acid
Tobakient,MANUFACTURED_BY,"Levins Pharmaceuticals, LLC"
Indobufen,INTERACTS_WITH,Glycochenodeoxycholic Acid
Guanidine,INTERACTS_WITH,Relebactam
Ambenonium,INTERACTS_WITH,Flavoxate
Anectine Inj 20mg/ml,MANUFACTURED_BY,Glaxo Wellcome
Norinyl,MANUFACTURED_BY,"Actavis Pharma, Inc."
Seromycin,HAS_PRICE,2976.9
Ferumoxytol,INTERACTS_WITH,Deferiprone
pulmonary thromboembolism,TREATED_BY,Apixaban
Mofebutazone,INTERACTS_WITH,Ergotamine
Liothyronine I-131,INTERACTS_WITH,5-fluorouridine
Mibolerone,INTERACTS_WITH,Warfarin
Rotigotine,IN_PRODUCT,Neupro
Prothipendyl,INTERACTS_WITH,Quinagolide
Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (propiolactone inactivated),IN_PRODUCT,Medical Provider Single Use EZ Flu Shot Afluria 2016-2017
Magnesium levulinate,INTERACTS_WITH,Cinoxacin
Selenium,INTERACTS_WITH,Fenoprofen
Figitumumab,INTERACTS_WITH,Adalimumab
Piromidic acid,INTERACTS_WITH,Ofloxacin
Palifermin,INTERACTS_WITH,Bemiparin
Dexpanthenol,INTERACTS_WITH,Pamidronic acid
Cephalexin,IN_PRODUCT,Cephalexin
Perflutren,INTERACTS_WITH,Escitalopram
Nifedipine,IN_PRODUCT,Adalat Cap 10mg
Paromomycin,INTERACTS_WITH,Cymarin
Piribedil,INTERACTS_WITH,Eticlopride
Ceftaroline fosamil,INTERACTS_WITH,Niflumic acid
Profenamine,INTERACTS_WITH,Glucagon
7.9299,AVAILABLE_AT,Costco
Methylcellulose,INTERACTS_WITH,Terfenadine
Belinostat,INTERACTS_WITH,Mepolizumab
Octopamine,INTERACTS_WITH,Tienilic acid
Bevacizumab zirconium Zr-89,INTERACTS_WITH,Farletuzumab
Oxyphenbutazone,INTERACTS_WITH,Bromocriptine
Calcitriol,INTERACTS_WITH,Mineral oil
Equate Anti Nausea,MANUFACTURED_BY,Walmart Stores
Thalidomide,INTERACTS_WITH,Dacarbazine
Distichlis spicata pollen,INTERACTS_WITH,Benazeprilat
Potassium alum,INTERACTS_WITH,Saralasin
8.536,AVAILABLE_AT,Costco
Tedizolid phosphate,INTERACTS_WITH,Norepinephrine
Ambenonium,INTERACTS_WITH,Oxybutynin
Prostaglandin G2,INTERACTS_WITH,Meloxicam
Talastine,INTERACTS_WITH,Deoxyepinephrine
Pitavastatin,INTERACTS_WITH,Colesevelam
Benzodiazepine,INTERACTS_WITH,Glycopyrronium
Isothipendyl,INTERACTS_WITH,Benzphetamine
Dimetacrine,INTERACTS_WITH,Minoxidil
Amiodarone,INTERACTS_WITH,Mevastatin
Magnesium chloride,INTERACTS_WITH,Pazufloxacin
Phenprocoumon,INTERACTS_WITH,Prednisolone phosphate
Chlorothiazide,INTERACTS_WITH,Cabergoline
Benmoxin,INTERACTS_WITH,Salicylic acid
"R,S-Warfarin alcohol",INTERACTS_WITH,Ketoconazole
Stanozolol,INTERACTS_WITH,Canagliflozin
4655.41,AVAILABLE_AT,Ralphs
